Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Hair,Hair Shampoo,Clairol,13-12-2016,2016,13902,22842,4219900,1598
Mens,After Shaves,BRUT,21-02-2017,2017,534,106,4219700,-8770
Accessories,False Eyelashes,RAPID LASH,1/8/2017,2017,822,631,4220100,771
Hair,Hair Styling,Matrix,27-09-2016,2016,9230,84,4222000,-8816
Toiletries,Hand Wash,Pantene,7/3/2017,2017,20635,-303,4223000,3869
Accessories,False Eyelashes,RAPID LASH,15-08-2017,2017,865,339,4225000,4472
Accessories,Beauty Foot Care Acc,TWEEZERMAN,5/7/2016,2016,827,-880,4224200,-2132
Mens,After Shaves,LYNX,24-01-2017,2017,494,2738,4227700,20571
Hair,Hair Conditioner,Nivea,26-04-2016,2016,1812,1342,4225700,-3212
Accessories,Nail Care Access.,TWEEZERMAN,10/1/2017,2017,867,362,4227000,5525
Accessories,Hair Combs/Brushes,TANGLE TEEZER,3/5/2016,2016,8694,3037,4228700,8278
Accessories,Hair Combs/Brushes,DENMAN,8/2/2016,2016,13892,20005,4227400,2204
Hair,Hair Conditioner,Nivea,25-07-2017,2017,2614,1066,4230200,607
Hair,Hair Styling,Pantene,15-08-2017,2017,1036,-382,4230200,819
Hair,Hair Conditioner,Garnier,22-08-2017,2017,30591,-669,2254000,-77
Mens,Anti-Perspirants,L'OREAL,26-10-2015,2015,15914,1184,4230700,1102
Mens,After Shaves,BRUT,23-11-2015,2015,1609,-1157,4229300,-3144
Toiletries,Talcum Powders,Garnier,29-11-2016,2016,1908,2040,4231000,-12469
Accessories,Nail Enamels,SALLY HANSEN,11/1/2016,2016,622,477,4229900,1530
Mens,Body Sprays,SUPERDRY,4/10/2016,2016,2885,82,4231800,1596
Accessories,Hair Combs/Brushes,MARK HILL,8/11/2016,2016,1827,-1008,4230300,-17593
Accessories,Hair Combs/Brushes,BABYLISS,21-02-2017,2017,5017,433,4232700,-1282
Accessories,Grooming Tools,CHAMPNEYS,17-05-2016,2016,5004,-318,4230500,-4907
Accessories,Cosmetic Applicators,ECOTOOLS,29-08-2017,2017,2913,3477,4234000,-13038
Hair,Hair Shampoo,Olay,22-03-2016,2016,2883,-3177,4235500,-7890
Toiletries,Hand Wash,Olay,21-02-2017,2017,3734,910,4233800,-132
Accessories,Body Exfoliators,ECOTOOLS,18-10-2016,2016,435,1913,4235200,5978
Toiletries,Body Moisturisers,Pantene,13-06-2017,2017,134,-4454,4238200,-6703
Toiletries,Shower Gels,Clairol,17-05-2016,2016,11730,-480,4237100,1759
Accessories,Hair Decorations,DISNEY,13-09-2016,2016,504,828,4239800,6682
Accessories,Hair Decorations,SCUNCI,20-12-2016,2016,12080,3015,4237300,4176
Accessories,Nail Enamel Removers,ELEGANT TOUCH,7/6/2016,2016,871,362,4240900,-1031
Accessories,Wash Accessories,ESSENTIALS ACCESSO,11/4/2017,2017,1810,1218,4239000,2949
Toiletries,Anti-Perspirants,Clairol,22-03-2016,2016,6450,2885,4238900,4286
Mens,Shower Gels,NIVEA,4/4/2017,2017,13180,-770,4241200,-1247
Toiletries,Soaps,Dove,21-06-2016,2016,5833,-1046,4239100,-1653
Toiletries,Anti-Perspirants,Shiseido,10/1/2017,2017,6746,-149,4243400,1697
Accessories,Nail Care Access.,TWEEZERMAN,13-09-2016,2016,868,558,4246500,5598
Mens,Hair Styling,BRYLCREEM,10/10/2017,2017,3117,-7594,4245700,-21995
Toiletries,Shower Gels,Garnier,11/1/2016,2016,55153,2222,4245900,-12156
Toiletries,Hand Wash,Matrix,13-09-2016,2016,4924,598,4247900,7431
Toiletries,Body Sprays,L'oreal,23-05-2017,2017,10385,1525,4249400,3786
Accessories,Nail Care Products,SALLY HANSEN,6/9/2016,2016,13100,-552,4247100,-101
Mens,Hair Conditioner,MR,14-03-2017,2017,106,674,4249100,4421
Accessories,Lipsalves/Balms,LIPCOTE,28-03-2017,2017,1603,300,4250300,-1659
Toiletries,Anti-Perspirants,Garnier,26-10-2015,2015,11968,-354,4252400,-10938
Hair,Hair Styling,Pantene,17-10-2017,2017,13053,1772,4251100,5660
Hair,Hair Conditioner,Crest,4/10/2016,2016,13081,771,4253800,394
Mens,Facial Scrubs,L'OREAL,6/6/2017,2017,3380,765,4252600,3877
Mens,Body Sprays,TED BAKER,22-03-2016,2016,2888,-3304,4253100,-7355
Toiletries,Soaps,Nivea,14-03-2017,2017,876,308,4253400,-1024
Hair,Hair Styling,Pantene,15-03-2016,2016,49258,7017,4255500,1714
Accessories,False Eyelashes,RAPID LASH,5/4/2016,2016,1038,471,4253900,3565
Mens,Hair Styling,JONNY'S CHOP SHOP,14-02-2017,2017,2960,-153,4256000,2451
Hair,Hair Conditioner,Clairol,28-02-2017,2017,8525,1932,4254100,8420
Toiletries,Hand Wash,Crest,12/7/2016,2016,54653,3980,4255800,-6085
Accessories,Body Exfoliators,ECOTOOLS,30-05-2017,2017,605,2834,4257000,6516
Accessories,Hair Decorations,DISNEY,26-09-2017,2017,535,-747,4259600,-5863
Mens,Body Sprays,FCUK,10/10/2017,2017,5829,-598,4258300,-663
Mens,Hair Conditioner,MR,1/11/2016,2016,111,2037,4260700,4422
Accessories,Nail Enamels,SENSATIONAIL,14-06-2016,2016,1781,-1373,4259400,-4894
Accessories,Grooming Tools,CHAMPNEYS,31-01-2017,2017,4160,-6451,4261400,-17180
Hair,Hair Colours,Nivea,29-08-2017,2017,40398,-6560,4260200,-27690
Accessories,Lipsalves/Balms,LIPCOTE,1/8/2017,2017,1769,1089,4262200,-1450
Accessories,Cosmetic Applicators,ECOTOOLS,30-05-2017,2017,3676,1049,4260700,-9320
Hair,Hair Styling,Pantene,17-10-2017,2017,15904,485,4261800,6112
Accessories,False Eyelashes,KISS,18-04-2017,2017,2418,-1464,4264100,-3096
Toiletries,Hand Wash,Shiseido,30-05-2017,2017,48827,-1223,4262300,-854
Accessories,Beauty Foot Care Acc,TWEEZERMAN,23-11-2015,2015,873,406,4264500,-1719
Accessories,Beauty Foot Care Acc,TWEEZERMAN,17-01-2017,2017,675,633,4265600,4693
Accessories,Nail Care Access.,ELEGANT TOUCH,8/2/2016,2016,2448,1511,4263800,7955
Toiletries,Anti-Perspirants,Dove,11/7/2017,2017,107402,-1060,4266000,-4836
Mens,Hair Styling,SCHWARZKOPF,23-08-2016,2016,4158,-5479,4264100,-17712
Toiletries,Shower Gels,Clairol,4/4/2017,2017,4918,1349,4266400,11674
Hair,Hair Styling,L'oreal,1/3/2016,2016,9251,4419,4267400,15711
Mens,Anti-Perspirants,FCUK,19-09-2017,2017,3671,-882,4265400,-6530
Toiletries,Body Sprays,Aveda,31-05-2016,2016,3318,2138,4269800,-28531
Hair,Hair Styling,Shiseido,4/10/2016,2016,5871,1892,4268200,7389
Hair,Hair Shampoo,HERBAL ESSENCES,5/9/2017,2017,9150,-1412,4270000,-18924
Hair,Hair Conditioner,Olay,14-02-2017,2017,2910,847,4268400,-4903
Mens,Hair Styling,SCHWARZKOPF,8/2/2016,2016,6738,-757,4269000,-1211
Toiletries,Shower Gels,Aveda,8/8/2017,2017,50609,8755,4272200,8766
Accessories,False Nails,KISS,25-10-2016,2016,7041,2402,4270100,4143
Mens,Facial Moisturisers,BULLDOG,8/11/2016,2016,6748,1185,4270600,7531
Mens,Anti-Perspirants,GILLETTE,16-05-2017,2017,4081,-4866,4272200,-10834
Mens,Anti-Perspirants,MITCHUM,4/7/2017,2017,12024,2535,4272000,-4376
Mens,After Shaves,LYNX,6/6/2017,2017,756,724,4273600,-653
Hair,Hair Conditioner,Nivea,28-02-2017,2017,3029,6286,4272200,27887
Accessories,Hair Decorations,DISNEY,28-03-2017,2017,597,757,4273900,2819
Mens,Body Sprays,SUPERDRY,28-06-2016,2016,3164,-623,4271800,-11071
Toiletries,Toilet Tissues,Nivea,11/10/2016,2016,22941,2640,4274900,7674
Hair,Hair Conditioner,HERBAL ESSENCES,11/1/2016,2016,13063,1534,4274600,2315
Toiletries,Anti-Perspirants,Crest,30-08-2016,2016,10319,652,4276900,20904
Mens,Facial Scrubs,NIVEA,18-01-2016,2016,433,1583,4277800,5043
Toiletries,Body Sprays,Dove,13-09-2016,2016,49185,3204,4276100,1892
Hair,Hair Styling,Shiseido,12/4/2016,2016,45211,9164,4276900,-17779
Mens,Anti-Perspirants,RIGHT GUARD,3/10/2017,2017,12115,893,4278300,-4012
Mens,Anti-Perspirants,FCUK,7/12/2015,2015,13038,158,4276700,2891
Mens,Razors & Blades,GILLETTE,2/5/2017,2017,55586,3625,4279900,-8719
Hair,Hair Conditioner,HERBAL ESSENCES,18-04-2017,2017,13406,-1507,4280900,-13470
Accessories,Nail Care Access.,LEIGHTON DENNY,27-06-2017,2017,601,1617,4282300,10330
Toiletries,Body Sprays,Olay,6/9/2016,2016,11967,660,4280700,414
Hair,Hair Styling,Clairol,19-09-2017,2017,40961,-2427,4283200,-3177
Mens,After Shaves,OLD SPICE,2/11/2015,2015,626,1195,4280800,1306
Toiletries,Anti-Perspirants,Aveda,2/5/2017,2017,1909,1934,4281800,-19006
Hair,Hair Styling,HERBAL ESSENCES,23-05-2017,2017,13741,-2771,4286700,-7290
Accessories,Cosmetic Applicators,REAL TECHNIQUES,6/12/2016,2016,45164,-4383,4284300,-19736
Toiletries,Anti-Perspirants,Shiseido,5/4/2016,2016,3674,-956,4287400,-6401
Mens,Anti-Perspirants,SURE,13-09-2016,2016,54634,2571,4287800,-6697
Mens,Hair Shampoo,TONI & GUY,25-01-2016,2016,622,1111,4286300,1076
Accessories,Electro W/Mnagement,SALTER,26-07-2016,2016,263,2619,4288300,11092
Accessories,Body Exfoliators,ECOTOOLS,17-05-2016,2016,582,-1176,4286200,-3142
Mens,Shower Gels,FCUK,3/5/2016,2016,2749,-985,4286600,-5722
Accessories,Cosmetic Applicators,ECO TOOLS,26-07-2016,2016,3373,834,4289300,3580
Toiletries,Body Moisturisers,Nivea,10/10/2017,2017,744,1351,4288600,4534
Accessories,Nail Care Products,SENSATIONAIL,28-02-2017,2017,3380,767,4290000,2573
Hair,Hair Colours,L'oreal,14-02-2017,2017,5832,-5,4288100,-3626
Accessories,False Eyelashes,RAPID LASH,11/10/2016,2016,868,730,4289000,156
Toiletries,Body Moisturisers,Garnier,23-11-2015,2015,678,775,4291900,5404
Toiletries,Soaps,Neutrogena,10/1/2017,2017,740,441,4293300,4990
Mens,Facial Cleansers,NIVEA,20-09-2016,2016,2885,-1066,4296100,-4916
Toiletries,Hand Wash,L'oreal,21-12-2015,2015,3741,1104,4294500,2930
Toiletries,Body Moisturisers,Dove,26-07-2016,2016,755,674,4295400,-169
Accessories,Nail Care Access.,ELEGANT TOUCH,1/2/2016,2016,2635,-1954,4295300,-15653
Hair,Hair Conditioner,TRESEMME,24-01-2017,2017,3741,2131,4295900,906
Accessories,Bathroom Products,S&G BATH ACCESS,2/11/2015,2015,6760,83,4298800,8650
Accessories,Electro W/Mnagement,SALTER,3/5/2016,2016,248,-906,4297000,-5520
Mens,After Shaves,LYNX,24-05-2016,2016,635,2645,4299300,7863
Hair,Hair Styling,Matrix,18-01-2016,2016,23981,-1891,4299100,-4855
Accessories,Hair Combs/Brushes,DENMAN,8/3/2016,2016,13777,695,4298300,-7415
Accessories,Lipsalves/Balms,LIPCOTE,16-05-2017,2017,1714,1105,4299100,19190
Toiletries,Body Moisturisers,Shiseido,31-01-2017,2017,139,-3975,4299100,-5762
Toiletries,Hand Wash,Clairol,19-07-2016,2016,13117,874,4300300,4272
Mens,Body Sprays,SUPERDRY,27-06-2017,2017,1672,-1036,4301900,-2257
Mens,Razors & Blades,WILKINSON SWORD,3/10/2017,2017,12636,2057,4300800,17655
Toiletries,Soaps,Crest,6/9/2016,2016,874,-428,4303100,-469
Toiletries,Body Sprays,Garnier,27-09-2016,2016,3157,-1657,4301400,-11279
Hair,Hair Conditioner,HERBAL ESSENCES,12/7/2016,2016,45362,7481,4306700,-15915
Toiletries,Shower Gels,Neutrogena,1/2/2016,2016,45374,8361,4304800,-12357
Mens,Anti-Perspirants,OLD SPICE,14-06-2016,2016,3307,2531,4306500,-6492
Mens,After Shaves,TABAC,27-12-2016,2016,111,711,4305000,4445
Accessories,Cosmetic Applicators,ECOTOOLS,20-09-2016,2016,3649,727,4306200,743
Toiletries,Soaps,Clairol,11/7/2017,2017,3567,-51,4308400,1576
Toiletries,Anti-Perspirants,Olay,10/1/2017,2017,7067,9894,4308500,-2272
Mens,Body Sprays,TED BAKER,8/11/2016,2016,3305,932,4310700,-10511
Mens,Facial Cleansers,NIVEA,22-03-2016,2016,1603,471,4308800,-566
Hair,Hair Shampoo,L'oreal,6/12/2016,2016,13082,-391,4311300,305
Mens,Hair Styling,FUDGE,4/1/2016,2016,1602,-1045,4310100,-8309
Mens,Hair Shampoo,TREVOR SORBIE,11/1/2016,2016,677,2197,4311800,8435
Mens,After Shaves,BRUT,20-12-2016,2016,2894,361,4313400,-14255
Toiletries,Body Moisturisers,Dove,30-08-2016,2016,818,554,4314300,101
Mens,Hair Conditioner,MR,29-08-2017,2017,105,997,4317100,5625
Hair,Hair Conditioner,Shiseido,8/11/2016,2016,10431,451,4317300,-8053
Toiletries,Soaps,Neutrogena,1/8/2017,2017,3676,159,4316400,-7208
Toiletries,Hand Wash,Olay,23-05-2017,2017,7891,-3564,4318600,-19399
Mens,Hair Shampoo,TONI & GUY,4/1/2016,2016,629,690,4317400,4115
Accessories,Nail Enamels,SENSATIONAIL,22-02-2016,2016,8687,1640,4320700,4352
Mens,Hair Styling,SHOCKWAVES,26-10-2015,2015,4230,-2735,4319700,-4795
Toiletries,Hand Wash,Garnier,4/10/2016,2016,13072,-370,4322300,589
Mens,Hair Styling,PERCY NOBLEMAN,25-04-2017,2017,865,-601,4323700,354
Accessories,Hair Decorations,SCUNCI,30-08-2016,2016,6484,2681,4325800,5860
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,21-12-2015,2015,13876,22241,4324800,5497
Toiletries,Tampons,Crest,30-08-2016,2016,22480,5267,4326400,14615
Mens,Razors & Blades,PHILIPS,22-08-2017,2017,2637,1314,4324800,7136
Hair,Hair Conditioner,Nivea,20-12-2016,2016,9449,4967,4326700,4722
Accessories,Nail Care Access.,TWEEZERMAN,11/4/2017,2017,585,3168,4326700,10684
Mens,Grooming Tools,MEN-U,8/3/2016,2016,453,1157,4328600,-9073
Hair,Hair Shampoo,Neutrogena,10/1/2017,2017,5872,-596,4327100,-444
Accessories,False Nails,KISS,28-02-2017,2017,5838,1322,4328400,2720
Mens,Shower Gels,TED BAKER,8/2/2016,2016,2907,2890,4328400,-2610
Mens,After Shaves,BRUT,25-04-2017,2017,872,-553,4328300,-356
Mens,Hair Styling,FUDGE,6/12/2016,2016,3391,886,4330000,5704
Mens,Hair Shampoo,GRIZZLY BEARD,23-11-2015,2015,1771,859,4331100,1261
Hair,Hair Conditioner,Dove,8/3/2016,2016,4995,-3321,4329500,-17473
Accessories,Toiletry & Cos Bags,TED BAKER,19-09-2017,2017,3666,-266,4331800,-9586
Hair,Hair Styling,Nivea,15-11-2016,2016,38773,6075,4329600,6632
Accessories,Grooming Tools,CHAMPNEYS,14-03-2017,2017,3363,-487,4331900,3253
Toiletries,Hand Wash,Crest,15-02-2016,2016,49229,3866,4330600,565
Accessories,Cosmetic Applicators,ECOTOOLS,11/7/2017,2017,1751,-647,4332700,-3067
Mens,Hair Shampoo,JUST FOR MEN,1/3/2016,2016,847,1630,4333500,18140
Toiletries,Hand Wash,Aveda,14-12-2015,2015,1776,693,4333900,1361
Toiletries,Hand Wash,Neutrogena,25-07-2017,2017,13659,3261,4333800,-8296
Mens,Body Moisturisers,L'OREAL,19-07-2016,2016,138,-2953,4336100,-6255
Mens,Body Moisturisers,L'OREAL,20-12-2016,2016,597,1935,4334700,3291
Accessories,Body Exfoliators,ECOTOOLS,25-01-2016,2016,261,1948,4336600,10675
Hair,Hair Shampoo,HERBAL ESSENCES,2/8/2016,2016,1475,2631,4334400,25151
Toiletries,Soaps,Matrix,18-01-2016,2016,3155,-2370,4336200,-17044
Hair,Hair Conditioner,L'oreal,7/3/2017,2017,9457,69,4334900,-1040
Hair,Hair Conditioner,Aveda,27-09-2016,2016,13849,19,4336700,-25857
Toiletries,Anti-Perspirants,Nivea,25-04-2017,2017,1773,563,4339100,-961
Mens,After Shaves,LYNX,2/11/2015,2015,755,798,4340500,-1380
Toiletries,Body Sprays,Crest,13-12-2016,2016,12164,5443,4338700,3947
Hair,Hair Colours,Matrix,11/7/2017,2017,9126,6909,4339100,-1871
Toiletries,Body Moisturisers,Matrix,11/4/2017,2017,117,969,4341500,1054
Toiletries,Anti-Perspirants,Aveda,18-07-2017,2017,2481,1669,4342800,6229
Hair,Hair Conditioner,TRESEMME,28-06-2016,2016,1928,3442,4344000,-6347
Mens,Shower Gels,FCUK,14-02-2017,2017,1933,3457,4345500,-10279
Toiletries,Anti-Perspirants,Aveda,14-02-2017,2017,7096,9805,4343700,1399
Toiletries,Body Sprays,Aveda,7/6/2016,2016,46808,-17570,4345000,-33869
Accessories,False Nails,ELEGANT TOUCH,5/7/2016,2016,9338,1314,4346800,18426
Hair,Hair Conditioner,Dove,17-01-2017,2017,10380,817,4346100,5147
Mens,Hair Shampoo,TREVOR SORBIE,8/2/2016,2016,749,-1135,4348400,-5480
Accessories,Cosmetic Applicators,ECO TOOLS,11/7/2017,2017,3143,-1747,4346200,-10804
Mens,Shower Gels,TED BAKER,6/6/2017,2017,4165,-6598,4348000,-16914
Mens,After Shaves,LYNX,23-05-2017,2017,674,2108,4348600,6335
Mens,Anti-Perspirants,RIGHT GUARD,18-01-2016,2016,5857,811,4348600,-946
Accessories,Nail Care Products,SENSATIONAIL,17-10-2017,2017,1818,-228,4354400,2344
Mens,After Shaves,TABAC,5/9/2017,2017,245,-345,4352200,-6318
Accessories,Hair Decorations,DISNEY,19-09-2017,2017,579,-991,4354000,-8255
Toiletries,Anti-Perspirants,Matrix,21-02-2017,2017,6485,2426,4352600,4447
Mens,Body Moisturisers,L'OREAL,10/1/2017,2017,105,870,4353100,4282
Mens,Hair Conditioner,MR,13-12-2016,2016,254,931,4354000,3210
Hair,Hair Conditioner,L'oreal,18-01-2016,2016,1609,438,4355700,-9758
Toiletries,Sanitary Towels,Pantene,4/7/2017,2017,23930,-7001,4354600,-21515
Toiletries,Anti-Perspirants,Clairol,21-03-2017,2017,107780,1404,4356100,5070
Hair,Hair Shampoo,Aveda,28-03-2017,2017,14489,1996,4354300,5905
Hair,Hair Colours,Pantene,21-02-2017,2017,36507,12751,4356400,-16663
Hair,Hair Shampoo,Crest,12/4/2016,2016,51523,7546,4354400,-21699
Hair,Hair Conditioner,Dove,27-12-2016,2016,1817,-27,4356800,3509
Hair,Hair Conditioner,Pantene,27-09-2016,2016,20619,917,4357100,2805
Mens,Hair Styling,JONNY'S CHOP SHOP,30-08-2016,2016,3375,-351,4357500,2956
Hair,Hair Styling,Clairol,26-09-2017,2017,36546,5125,4358100,-31398
Hair,Hair Conditioner,Pantene,17-05-2016,2016,3318,314,4359100,-12224
Accessories,Cosmetic Applicators,ECO TOOLS,17-05-2016,2016,3570,1572,4360000,2953
Mens,Hair Styling,GRIZZLY BEARD,1/8/2017,2017,1459,-673,4361800,-2912
Accessories,False Eyelashes,RAPID LASH,10/1/2017,2017,869,1796,4363200,6846
Accessories,Eye Cosmetics,COLOURSPORT,11/4/2017,2017,501,725,4364300,2248
Accessories,Hair Combs/Brushes,KENT,24-01-2017,2017,7084,11514,4367100,3030
Hair,Hair Shampoo,Pantene,26-09-2017,2017,8692,5180,4365500,6409
Toiletries,Talcum Powders,Dove,5/7/2016,2016,1830,1442,4366700,-3684
Toiletries,Anti-Perspirants,Matrix,16-05-2017,2017,108767,-143,4367900,-3405
Toiletries,Soaps,Clairol,8/2/2016,2016,741,381,4366900,5524
Mens,Body Sprays,SUPERDRY,17-05-2016,2016,1024,-4459,4368500,-8346
Accessories,False Eyelashes,EYLURE,9/11/2015,2015,50870,1679,4366900,-33600
Mens,Hair Styling,MR,6/9/2016,2016,737,1877,4370000,7919
Toiletries,Hand Wash,L'oreal,29-03-2016,2016,10375,1012,4371500,1641
Accessories,Eye Cosmetics,COLOURSPORT,19-07-2016,2016,1028,1531,4375000,1694
Toiletries,Talcum Powders,Neutrogena,7/3/2017,2017,1913,2784,4372700,2757
Toiletries,Anti-Perspirants,Crest,17-05-2016,2016,2914,3204,4375400,4380
Accessories,Wash Accessories,ESSENTIALS ACCESSO,14-02-2017,2017,1751,-996,4376300,-786
Hair,Hair Shampoo,Neutrogena,24-01-2017,2017,4057,-10844,4375000,-33158
Mens,Facial Moisturisers,L'OREAL,20-12-2016,2016,20611,716,4376700,3639
Mens,Body Sprays,TED BAKER,1/8/2017,2017,3730,3,4376100,-5809
Hair,Hair Shampoo,Dove,14-03-2017,2017,3666,631,4378200,9
Toiletries,Body Sprays,Pantene,10/5/2016,2016,2750,-3777,4377800,-16113
Toiletries,Soaps,Clairol,21-03-2017,2017,1461,-544,4378600,1032
Mens,After Shaves,TABAC,1/11/2016,2016,449,-966,4380400,-2648
Accessories,False Nails,NAILENE,28-02-2017,2017,5872,507,4379200,5463
Accessories,Grooming Tools,TWEEZERMAN,7/2/2017,2017,6481,1268,4381400,3424
Hair,Hair Conditioner,HERBAL ESSENCES,14-02-2017,2017,38849,-1354,4380000,-1746
Accessories,Nail Enamel Removers,ELEGANT TOUCH,5/9/2017,2017,1033,-1016,4381300,-5329
Hair,Hair Shampoo,Matrix,28-03-2017,2017,4301,4144,4383300,2011
Accessories,Hair Decorations,SCUNCI,11/7/2017,2017,8519,1875,4381600,8790
Mens,Face Masks,MONTAGNE JEUNESSE,3/10/2017,2017,235,2607,4384400,6057
Toiletries,Shower Gels,Aveda,9/8/2016,2016,16583,-2271,4382000,-8692
Toiletries,Talcum Powders,Aveda,16-11-2015,2015,1670,-141,4384000,-7014
Mens,Hair Shampoo,GRIZZLY BEARD,29-03-2016,2016,751,664,4383500,-1415
Accessories,Hair Decorations,DISNEY,20-12-2016,2016,1914,2228,4385100,-16024
Hair,Hair Styling,Aveda,14-12-2015,2015,13837,1148,4387000,3661
Mens,Facial Scrubs,NIVEA,24-01-2017,2017,842,504,4387800,-1107
Accessories,Eye Cosmetics,MODEL CO,31-01-2017,2017,244,-744,4388700,17
Hair,Hair Styling,HERBAL ESSENCES,4/1/2016,2016,9449,149,4388400,-152
Accessories,Nail Enamel Removers,ELEGANT TOUCH,22-11-2016,2016,822,359,4390400,-2674
Accessories,Hair Combs/Brushes,MARK HILL,21-03-2017,2017,1766,-538,4388600,1447
Mens,Hair Shampoo,GRIZZLY BEARD,12/4/2016,2016,637,1195,4391300,3167
Mens,After Shaves,BRUT,15-08-2017,2017,517,-88,4392000,12465
Toiletries,Body Moisturisers,Shiseido,29-03-2016,2016,1454,-864,4390500,-2720
Toiletries,Body Moisturisers,Clairol,29-03-2016,2016,240,-298,4393300,619
Toiletries,Facial Tissues,Shiseido,8/11/2016,2016,106564,-312,4391400,-5839
Toiletries,Hand Wash,Nivea,30-11-2015,2015,1602,-528,4392800,242
Mens,Facial Moisturisers,BULLDOG,3/5/2016,2016,5880,965,4391600,3101
Hair,Hair Styling,TRESEMME,8/8/2017,2017,36509,8237,4393500,-23583
Accessories,Hair Combs/Brushes,MARK HILL,6/6/2017,2017,1572,2937,4394300,7244
Hair,Hair Shampoo,Dove,1/3/2016,2016,9284,3872,4394900,19732
Hair,Hair Shampoo,Nivea,14-02-2017,2017,20593,1637,4395700,6664
Toiletries,Hand Wash,Pantene,14-06-2016,2016,24265,-6848,4394000,-13392
Hair,Hair Conditioner,Shiseido,7/12/2015,2015,38747,5795,4394900,6646
Mens,Anti-Perspirants,GILLETTE,28-03-2017,2017,3685,-1176,4397600,-8280
Hair,Hair Conditioner,Olay,27-06-2017,2017,4070,1588,4395400,2646
Mens,Facial Cleansers,L'OREAL,12/9/2017,2017,3769,969,4396700,-482
Accessories,Hair Combs/Brushes,MARK HILL,22-08-2017,2017,1830,-1238,4397100,-19300
Mens,Hair Shampoo,TREVOR SORBIE,25-04-2017,2017,1036,-66,4399200,2210
Mens,Hair Styling,MR,7/2/2017,2017,877,2943,4399200,10516
Hair,Hair Colours,Matrix,6/9/2016,2016,48120,739,4400100,-20132
Hair,Hair Shampoo,Garnier,22-08-2017,2017,11319,2357,2732400,3662
Hair,Hair Shampoo,L'oreal,28-06-2016,2016,8689,1428,4400300,4115
Accessories,Hair Decorations,SCUNCI,19-09-2017,2017,7893,-433,4402200,1015
Accessories,Nail Care Access.,TWEEZERMAN,17-01-2017,2017,1024,-593,4401600,-171
Hair,Hair Shampoo,Dove,10/1/2017,2017,4903,4815,4403800,15677
Accessories,False Eyelashes,KISS,3/5/2016,2016,2473,1769,4402100,6900
Mens,Facial Scrubs,L'OREAL,7/6/2016,2016,1768,948,4405100,1509
Accessories,Body Exfoliators,ECOTOOLS,10/1/2017,2017,447,70,4405000,-3057
Hair,Hair Shampoo,Aveda,14-02-2017,2017,23327,3503,4407300,9276
Accessories,Hair Decorations,SCUNCI,30-11-2015,2015,8686,2467,4406100,12327
Mens,Anti-Perspirants,MITCHUM,23-08-2016,2016,10412,1458,4407800,2013
Hair,Hair Conditioner,Olay,18-01-2016,2016,44796,15537,4406400,-8310
Hair,Hair Conditioner,Nivea,30-05-2017,2017,4929,1745,4407400,14144
Toiletries,Sanitary Towels,Pantene,4/4/2017,2017,27643,16039,4408400,15375
Accessories,Nail Enamels,SALLY HANSEN,4/1/2016,2016,621,-265,4407900,2188
Mens,Facial Cleansers,DOVE,12/9/2017,2017,1904,-1233,4409900,-5571
Mens,Shower Gels,FCUK,28-06-2016,2016,3725,1775,4410300,228
Mens,Facial Cleansers,NIVEA,22-08-2017,2017,1714,994,4408900,6164
Hair,Hair Colours,Clairol,18-10-2016,2016,5865,2795,4408700,5968
Toiletries,Shower Gels,Nivea,31-05-2016,2016,50566,10521,4411300,10001
Hair,Hair Shampoo,Aveda,18-04-2017,2017,40991,177,4409000,-202
Accessories,False Nails,KISS,8/3/2016,2016,5856,-639,4411100,-769
Toiletries,Facial Tissues,L'oreal,1/3/2016,2016,55386,11368,4411900,510
Toiletries,Talcum Powders,L'oreal,14-02-2017,2017,866,1949,4410600,7343
Mens,Anti-Perspirants,RIGHT GUARD,18-07-2017,2017,12054,2005,4412100,5696
Toiletries,Shower Gels,Shiseido,9/8/2016,2016,45168,239,4410100,-13461
Mens,Anti-Perspirants,RIGHT GUARD,5/4/2016,2016,13665,159,4412500,-12497
Hair,Hair Shampoo,Nivea,6/6/2017,2017,13119,-1568,4411500,-2803
Mens,Facial Scrubs,NIVEA,24-05-2016,2016,864,996,4415200,2911
Accessories,Eye Cosmetics,COLOURSPORT,29-11-2016,2016,431,1877,4415200,-1011
Toiletries,Shower Gels,Pantene,22-02-2016,2016,36574,10458,4416300,-22180
Mens,Facial Cleansers,NIVEA,13-06-2017,2017,5832,-776,4415300,-1445
Mens,Hair Conditioner,JONNY'S CHOP SHOP,13-06-2017,2017,266,-567,4417700,332
Toiletries,Hand Wash,Aveda,16-08-2016,2016,23112,2043,4417100,-2466
Mens,Shower Gels,TED BAKER,3/5/2016,2016,3034,5571,4419400,23980
Mens,Facial Cleansers,NIVEA,15-08-2017,2017,1612,-851,4418400,-1517
Toiletries,Hand Wash,Olay,23-08-2016,2016,13058,1858,4419700,4489
Accessories,Nail Enamel Removers,ELEGANT TOUCH,22-03-2016,2016,831,-796,4418900,-1114
Mens,Grooming Tools,MEN-U,25-10-2016,2016,450,-2268,4420300,-10587
Hair,Hair Shampoo,Garnier,22-08-2017,2017,22869,154,2964000,2125
Hair,Hair Conditioner,Crest,13-09-2016,2016,2754,-4611,4422400,-12514
